Date,Price,Open,High,Low,Change %
2009-05-08,480.46,486.5,489.0,479.78,-1.86%
2009-05-11,482.58,485.5,491.12,479.0,0.44%
2009-05-12,480.32,480.5,482.95,477.0,-0.47%
2009-05-13,482.23,478.5,483.15,477.0,0.40%
2009-05-14,480.64,478.5,484.24,478.5,-0.33%
2009-05-15,485.87,481.5,486.96,479.0,1.09%
2009-05-18,483.44,482.5,487.0,482.5,-0.50%
2009-05-19,481.06,485.5,486.0,479.0,-0.49%
2009-05-20,475.75,480.7,482.0,473.67,-1.10%
2009-05-21,472.02,474.5,477.35,467.5,-0.78%
2009-05-22,468.24,467.5,471.0,464.5,-0.80%
2009-05-25,467.81,468.0,468.74,466.0,-0.09%
2009-05-26,468.78,467.41,473.01,467.0,0.21%
2009-05-27,474.03,468.5,474.03,467.0,1.12%
2009-05-28,470.15,468.5,473.5,467.0,-0.82%
2009-05-29,463.01,470.5,471.0,462.0,-1.52%
2009-06-01,463.05,462.5,463.54,459.0,0.01%
2009-06-02,458.25,462.0,464.0,456.99,-1.04%
2009-06-03,463.69,461.45,464.91,459.0,1.19%
2009-06-04,462.03,463.64,465.88,459.0,-0.36%
2009-06-05,469.31,460.5,470.49,458.0,1.58%
2009-06-08,471.995,466.5,474.555,466.5,0.57%
2009-06-09,466.26,471.95,473.53,464.55,-1.22%
2009-06-10,469.63,465.51,473.55,462.0,0.72%
2009-06-11,465.02,469.61,473.6,461.29,-0.98%
2009-06-12,467.99,465.18,470.67,463.0,0.64%
2009-06-15,475.59,468.91,476.91,465.5,1.62%
2009-06-16,473.76,475.74,477.56,469.0,-0.38%
2009-06-17,470.12,470.5,474.27,468.24,-0.77%
2009-06-18,471.74,472.5,472.9,467.0,0.34%
2009-06-19,470.525,471.64,472.515,466.0,-0.26%
2009-06-22,473.24,469.98,474.4,467.07,0.58%
2009-06-23,465.915,473.21,474.395,464.25,-1.55%
2009-06-24,470.995,465.94,472.255,462.0,1.09%
2009-06-25,468.81,470.66,472.32,464.3,-0.46%
2009-06-26,466.5,468.67,470.64,463.0,-0.49%
2009-06-29,465.48,464.5,467.5,464.0,-0.22%
2009-06-30,467.14,466.5,468.21,461.94,0.36%
2009-07-01,463.44,463.5,466.77,461.0,-0.79%
2009-07-02,468.31,462.5,468.68,459.42,1.05%
2009-07-03,469.01,469.39,469.89,466.0,0.15%
2009-07-06,469.15,468.0,472.43,465.1,0.03%
2009-07-07,471.03,468.0,471.3,465.0,0.40%
2009-07-08,472.19,470.0,473.96,469.0,0.25%
2009-07-09,467.61,469.0,470.09,465.0,-0.97%
2009-07-10,470.42,468.0,472.12,468.0,0.60%
2009-07-13,469.01,470.0,471.14,464.62,-0.30%
2009-07-14,469.35,466.0,471.27,466.0,0.07%
2009-07-15,464.72,468.85,470.72,463.0,-0.99%
2009-07-16,463.24,464.0,465.5,460.18,-0.32%
2009-07-17,464.95,462.0,466.18,462.0,0.37%
2009-07-20,460.8,461.0,462.5,458.0,-0.89%
2009-07-21,461.03,459.0,462.92,457.0,0.05%
2009-07-22,461.09,461.0,463.14,459.0,0.01%
2009-07-23,463.245,459.0,464.585,454.87,0.47%
2009-07-24,461.42,462.48,464.5,458.0,-0.39%
2009-07-27,460.515,460.71,461.845,454.16,-0.20%
2009-07-28,462.56,460.45,463.96,457.0,0.44%
2009-07-29,467.04,462.0,468.07,459.7,0.97%
2009-07-30,465.81,466.57,467.81,460.41,-0.26%
2009-07-31,459.93,462.0,466.11,458.0,-1.26%
2009-08-03,454.865,460.55,461.745,453.0,-1.10%
2009-08-04,455.495,454.96,459.385,453.0,0.14%
2009-08-05,455.16,455.65,459.4,452.0,-0.07%
2009-08-06,457.305,454.93,459.445,449.4,0.47%
2009-08-07,462.815,456.86,463.435,449.4,1.20%
2009-08-10,463.92,462.72,465.07,455.53,0.24%
2009-08-11,463.575,463.67,464.895,456.3,-0.07%
2009-08-12,461.975,463.64,465.675,456.3,-0.35%
2009-08-13,459.065,461.78,464.895,456.0,-0.63%
2009-08-14,461.58,459.26,463.05,453.77,0.55%
2009-08-17,465.88,462.0,466.61,458.82,0.93%
2009-08-18,463.8,465.28,466.04,460.32,-0.45%
2009-08-19,460.83,463.0,465.5,458.0,-0.64%
2009-08-20,459.8,460.66,465.5,455.29,-0.22%
2009-08-21,457.68,459.62,461.55,454.0,-0.46%
2009-08-24,458.22,456.32,461.55,452.74,0.12%
2009-08-25,458.54,458.01,459.6,455.0,0.07%
2009-08-26,459.99,457.85,461.45,456.0,0.32%
2009-08-27,456.91,458.0,460.99,454.67,-0.67%
2009-08-28,458.29,455.0,459.6,454.0,0.30%
2009-08-31,457.785,457.0,459.935,455.0,-0.11%
2009-09-01,461.09,457.75,462.43,454.0,0.72%
2009-09-02,459.54,460.56,462.09,457.21,-0.34%
2009-09-03,459.8,458.0,461.0,453.06,0.06%
2009-09-04,458.48,459.56,461.97,455.16,-0.29%
2009-09-07,457.26,457.11,457.68,455.0,-0.27%
2009-09-08,452.56,455.0,459.5,450.0,-1.03%
2009-09-09,450.41,450.0,459.5,448.0,-0.48%
2009-09-10,449.61,449.0,452.0,447.0,-0.18%
2009-09-11,449.76,451.4,451.9,444.77,0.03%
2009-09-14,448.41,449.0,451.33,446.93,-0.30%
2009-09-15,447.16,447.6,450.4,445.89,-0.28%
2009-09-16,445.73,446.69,448.5,444.0,-0.32%
2009-09-17,444.64,443.0,448.5,443.0,-0.24%
2009-09-18,445.67,444.0,446.58,443.0,0.23%
2009-09-21,446.7,445.0,448.78,444.0,0.23%
2009-09-22,443.19,444.0,444.5,441.0,-0.79%
2009-09-23,444.88,442.0,445.15,441.0,0.38%
2009-09-24,446.18,442.0,446.18,441.0,0.29%
2009-09-25,446.09,445.0,448.29,444.0,-0.02%
2009-09-28,448.59,448.0,449.42,445.0,0.56%
2009-09-29,449.78,447.0,451.54,446.0,0.27%
2009-09-30,448.21,449.78,450.03,445.0,-0.35%
2009-10-01,451.215,448.09,451.835,447.0,0.67%
2009-10-02,449.995,451.33,452.945,446.0,-0.27%
2009-10-05,447.735,449.53,449.855,442.5,-0.50%
2009-10-06,445.665,447.72,447.885,442.5,-0.46%
2009-10-07,446.64,445.65,447.74,443.0,0.22%
2009-10-08,443.435,446.56,446.765,437.93,-0.72%
2009-10-09,445.06,443.39,446.79,442.0,0.37%
2009-10-12,443.82,445.0,446.52,439.93,-0.28%
2009-10-13,441.4,446.02,446.7,439.0,-0.55%
2009-10-14,439.15,439.0,446.7,436.0,-0.51%
2009-10-15,438.68,436.0,441.52,435.0,-0.11%
2009-10-16,439.74,438.16,442.52,432.97,0.24%
2009-10-19,438.345,438.0,440.255,435.0,-0.32%
2009-10-20,439.135,438.01,440.725,433.5,0.18%
2009-10-21,437.055,439.18,440.605,435.0,-0.47%
2009-10-22,436.32,437.28,439.38,435.0,-0.17%
2009-10-23,436.84,434.0,437.4,434.0,0.12%
2009-10-26,440.93,434.0,441.64,434.0,0.94%
2009-10-27,442.89,440.58,443.85,433.7,0.44%
2009-10-28,445.7,440.0,446.12,439.82,0.63%
2009-10-29,442.185,444.0,445.665,440.0,-0.79%
2009-10-30,445.665,442.08,446.125,439.79,0.79%
2009-11-02,444.125,445.77,446.665,440.0,-0.35%
2009-11-03,445.51,444.02,448.22,438.11,0.31%
2009-11-04,440.875,444.56,445.065,439.57,-1.04%
2009-11-05,440.8,441.1,444.42,438.0,-0.02%
2009-11-06,441.52,441.13,443.27,438.0,0.16%
2009-11-09,437.16,440.54,442.1,435.0,-0.99%
2009-11-10,437.86,436.58,439.06,432.56,0.16%
2009-11-11,437.8,437.65,438.75,432.56,-0.01%
2009-11-12,441.915,437.89,442.645,433.41,0.94%
2009-11-13,439.51,441.78,443.25,433.41,-0.54%
2009-11-16,437.78,439.47,440.24,435.0,-0.39%
2009-11-17,440.93,437.36,442.6,436.0,0.72%
2009-11-18,438.13,440.25,440.78,431.95,-0.64%
2009-11-19,439.45,437.72,441.64,437.0,0.30%
2009-11-20,441.17,438.8,442.77,436.0,0.39%
2009-11-23,438.01,437.0,438.97,435.0,-0.72%
2009-11-24,438.19,437.63,440.41,436.0,0.04%
2009-11-25,432.98,437.72,438.27,432.09,-1.19%
2009-11-26,442.5,432.68,442.5,432.65,2.20%
2009-11-27,438.1,437.0,440.9,436.0,-0.99%
2009-11-30,436.81,434.0,437.86,433.0,-0.29%
2009-12-01,434.755,436.37,437.055,432.0,-0.47%
2009-12-02,436.025,434.81,437.025,431.0,0.29%
2009-12-03,434.99,435.97,437.5,431.0,-0.24%
2009-12-04,441.49,435.12,442.3,433.0,1.49%
2009-12-07,442.36,440.0,444.28,431.99,0.20%
2009-12-08,446.06,441.83,446.61,437.0,0.84%
2009-12-09,444.91,445.38,446.98,437.0,-0.26%
2009-12-10,445.03,444.71,446.37,437.0,0.03%
2009-12-11,448.32,444.53,449.5,442.0,0.74%
2009-12-14,447.4,445.0,448.32,444.28,-0.21%
2009-12-15,451.03,446.78,452.03,446.32,0.81%
2009-12-16,451.0,450.56,452.45,448.0,-0.01%
2009-12-17,456.98,450.47,458.35,450.47,1.33%
2009-12-18,457.04,456.73,459.73,453.0,0.01%
2009-12-21,459.12,456.0,460.21,455.0,0.46%
2009-12-22,459.99,458.46,461.82,451.29,0.19%
2009-12-23,457.55,460.16,461.24,455.0,-0.53%
2009-12-24,456.4,456.76,457.3,453.0,-0.25%
2009-12-25,454.5,454.0,455.5,452.0,-0.42%
2009-12-28,455.83,454.0,455.99,453.0,0.29%
2009-12-29,456.72,455.49,457.39,452.0,0.20%
2009-12-30,457.33,456.29,459.31,454.8,0.13%
2009-12-31,457.84,456.6,458.22,452.0,0.11%
2010-01-01,455.5,454.0,455.5,454.0,-0.51%
2010-01-04,454.88,457.0,459.63,452.0,-0.14%
2010-01-05,456.24,454.45,459.63,451.0,0.30%
2010-01-06,454.85,455.87,458.96,452.08,-0.30%
2010-01-07,457.97,454.51,458.52,453.44,0.69%
2010-01-08,454.85,457.4,459.57,453.0,-0.68%
2010-01-11,451.75,451.0,457.6,449.0,-0.68%
2010-01-12,452.22,451.22,457.6,449.0,0.10%
2010-01-13,451.78,451.9,457.6,448.0,-0.10%
2010-01-14,452.03,451.25,457.6,449.0,0.06%
2010-01-15,455.71,451.56,457.23,451.5,0.81%
2010-01-18,455.58,456.16,456.66,453.66,-0.03%
2010-01-19,458.41,453.0,459.99,452.65,0.62%
2010-01-20,464.95,458.27,465.65,458.17,1.43%
2010-01-21,465.18,464.32,467.17,457.1,0.05%
2010-01-22,463.6,465.01,465.58,457.1,-0.34%
2010-01-25,463.21,462.0,464.34,457.1,-0.08%
2010-01-26,465.74,462.91,466.84,457.1,0.55%
2010-01-27,467.67,465.31,468.21,457.1,0.41%
2010-01-28,469.48,467.11,469.92,464.54,0.39%
2010-01-29,472.9,468.78,472.94,457.1,0.73%
2010-02-01,470.66,470.0,471.88,457.1,-0.47%
2010-02-02,469.62,470.13,470.83,457.1,-0.22%
2010-02-03,471.75,469.12,472.02,457.1,0.45%
2010-02-04,477.31,471.59,477.62,457.1,1.18%
2010-02-05,479.79,477.05,482.62,470.02,0.52%
2010-02-08,480.18,479.0,480.64,476.0,0.08%
2010-02-09,475.48,479.85,480.57,473.0,-0.98%
2010-02-10,477.62,474.8,479.34,472.0,0.45%
2010-02-11,479.16,476.95,482.19,472.0,0.32%
2010-02-12,481.45,478.31,483.97,473.56,0.48%
2010-02-15,482.05,481.0,482.83,478.0,0.12%
2010-02-16,476.2,481.66,482.23,475.0,-1.21%
2010-02-17,481.98,475.67,482.48,474.0,1.21%
2010-02-18,481.48,481.48,484.74,479.0,-0.10%
2010-02-19,481.98,484.12,487.54,481.27,0.10%
2010-02-22,482.19,480.0,482.72,473.5,0.04%
2010-02-23,485.44,481.83,485.77,476.0,0.67%
2010-02-24,484.51,484.76,485.33,480.0,-0.19%
2010-02-25,483.62,483.87,487.62,482.65,-0.18%
2010-02-26,481.13,483.4,483.94,478.0,-0.51%
2010-03-01,483.44,480.0,487.07,477.0,0.48%
2010-03-02,481.8,483.12,485.57,480.7,-0.34%
2010-03-03,478.53,480.95,481.95,476.0,-0.68%
2010-03-04,482.8,478.24,483.79,476.0,0.89%
2010-03-05,481.34,482.22,483.71,479.0,-0.30%
2010-03-08,480.95,477.0,481.84,476.72,-0.08%
2010-03-09,481.98,480.38,484.19,476.72,0.21%
2010-03-10,479.86,481.55,483.85,478.0,-0.44%
2010-03-11,479.27,479.61,483.85,477.0,-0.12%
2010-03-12,476.37,478.84,481.55,474.0,-0.61%
2010-03-15,479.34,476.0,480.57,474.73,0.62%
2010-03-16,476.03,478.84,480.6,475.0,-0.69%
2010-03-17,477.24,475.53,477.59,472.73,0.25%
2010-03-18,481.87,476.74,482.51,476.74,0.97%
2010-03-19,484.55,481.37,485.59,480.0,0.56%
2010-03-22,483.54,484.05,486.92,482.0,-0.21%
2010-03-23,485.62,483.04,486.49,482.0,0.43%
2010-03-24,492.45,487.0,492.74,484.05,1.41%
2010-03-25,493.93,491.91,494.15,488.0,0.30%
2010-03-26,488.88,493.43,493.93,487.0,-1.02%
2010-03-29,486.23,486.0,487.97,482.0,-0.54%
2010-03-30,488.85,485.73,489.43,482.0,0.54%
2010-03-31,485.26,488.35,488.85,482.0,-0.73%
2010-04-01,482.62,484.76,487.17,481.0,-0.54%
2010-04-02,486.2,482.12,486.56,482.0,0.74%
2010-04-05,486.16,485.0,487.1,483.0,-0.01%
2010-04-06,489.32,485.66,490.82,485.55,0.65%
2010-04-07,491.3,486.33,491.96,486.33,0.40%
2010-04-08,490.64,487.42,493.22,487.16,-0.13%
2010-04-09,485.77,490.77,491.27,484.0,-0.99%
2010-04-12,482.37,487.42,487.92,479.0,-0.70%
2010-04-13,481.55,479.33,487.92,479.0,-0.17%
2010-04-14,480.25,480.39,482.16,477.17,-0.27%
2010-04-15,482.94,479.75,484.55,479.0,0.56%
2010-04-16,485.37,482.44,486.56,480.0,0.50%
2010-04-19,486.09,486.0,488.7,484.84,0.15%
2010-04-20,487.5,485.59,489.2,483.0,0.29%
2010-04-21,489.61,486.0,490.75,482.4,0.43%
2010-04-22,493.22,489.11,494.3,485.0,0.74%
2010-04-23,489.76,492.72,494.5,488.0,-0.70%
2010-04-26,489.91,488.0,492.93,488.0,0.03%
2010-04-27,497.64,489.41,497.98,487.24,1.58%
2010-04-28,496.17,497.14,499.84,492.28,-0.30%
2010-04-29,495.42,495.97,497.3,486.07,-0.15%
2010-04-30,493.11,494.92,495.42,488.59,-0.47%
2010-05-03,496.81,493.0,498.32,491.4,0.75%
2010-05-04,504.81,496.31,505.0,495.0,1.61%
2010-05-05,511.63,504.31,511.99,502.26,1.35%
2010-05-06,519.41,511.13,523.48,507.93,1.52%
2010-05-07,513.79,518.91,519.95,511.0,-1.08%
2010-05-10,512.75,505.0,513.87,497.86,-0.20%
2010-05-11,517.4,503.0,517.97,497.86,0.91%
2010-05-12,519.82,512.0,519.86,511.39,0.47%
2010-05-13,522.98,515.0,523.73,512.34,0.61%
2010-05-14,530.21,522.0,530.68,520.0,1.38%
2010-05-17,528.88,533.0,533.84,526.0,-0.25%
2010-05-18,537.16,528.38,538.93,525.0,1.57%
2010-05-19,528.07,536.66,538.5,527.53,-1.69%
2010-05-20,525.03,527.57,533.06,519.9,-0.58%
2010-05-21,521.39,525.33,525.91,518.0,-0.69%
2010-05-24,530.17,523.0,530.9,520.89,1.68%
2010-05-25,531.07,529.67,538.18,529.67,0.17%
2010-05-26,538.84,530.57,538.88,528.54,1.46%
2010-05-27,530.08,538.34,538.84,528.43,-1.63%
2010-05-28,534.27,529.58,534.53,525.0,0.79%
2010-05-31,533.0,531.0,537.0,528.93,-0.24%
2010-06-01,536.15,529.0,540.5,529.0,0.59%
2010-06-02,535.1,535.65,538.44,532.35,-0.20%
2010-06-03,539.19,534.56,539.55,529.75,0.76%
2010-06-04,547.8,538.69,548.4,533.74,1.60%
2010-06-07,549.91,548.0,550.42,541.0,0.39%
2010-06-08,547.62,549.41,550.33,544.0,-0.42%
2010-06-09,547.34,547.12,549.92,541.0,-0.05%
2010-06-10,540.66,548.0,549.92,539.0,-1.22%
2010-06-11,541.38,544.0,549.92,538.0,0.13%
2010-06-14,536.55,536.0,539.56,532.0,-0.89%
2010-06-15,531.67,536.05,539.41,530.0,-0.91%
2010-06-16,532.54,531.57,536.55,529.0,0.16%
2010-06-17,529.14,532.0,535.19,526.0,-0.64%
2010-06-18,529.22,529.94,530.77,525.19,0.02%
2010-06-21,532.28,528.72,532.93,523.95,0.58%
2010-06-22,534.32,528.0,535.28,528.0,0.38%
2010-06-23,532.41,534.91,536.94,529.67,-0.36%
2010-06-24,531.37,530.0,535.06,528.0,-0.20%
2010-06-25,529.74,530.0,533.92,528.0,-0.31%
2010-06-28,534.05,528.0,534.53,526.9,0.81%
2010-06-29,538.0,533.0,539.59,533.0,0.74%
2010-06-30,535.84,537.5,538.0,531.0,-0.40%
2010-07-01,523.43,535.34,536.5,522.43,-2.32%
2010-07-02,521.6,522.93,524.74,519.0,-0.35%
2010-07-05,522.5,521.0,523.5,519.47,0.17%
2010-07-06,519.57,520.0,535.04,517.0,-0.56%
2010-07-07,519.16,519.45,522.51,517.0,-0.08%
2010-07-08,516.665,519.16,519.735,514.4,-0.48%
2010-07-09,518.995,516.58,520.315,512.3,0.45%
2010-07-12,521.035,519.0,522.655,517.0,0.39%
2010-07-13,515.365,520.89,523.765,513.0,-1.09%
2010-07-14,514.86,515.49,520.95,511.0,-0.10%
2010-07-15,507.0,514.88,516.14,505.56,-1.53%
2010-07-16,506.88,507.24,511.5,502.0,-0.02%
2010-07-19,506.9,508.61,509.58,503.0,0.00%
2010-07-20,509.05,506.65,510.83,501.09,0.42%
2010-07-21,514.19,509.05,515.2,506.0,1.01%
2010-07-22,508.85,514.27,514.96,506.0,-1.04%
2010-07-23,507.94,508.97,522.97,503.16,-0.18%
2010-07-26,504.8,508.38,511.02,503.0,-0.62%
2010-07-27,504.8,504.97,506.39,500.56,0.00%
2010-07-28,504.855,504.47,505.865,500.04,0.01%
2010-07-29,501.41,505.01,505.9,497.84,-0.68%
2010-07-30,502.59,501.38,505.38,498.44,0.24%
2010-08-02,497.6,501.34,502.32,495.0,-0.99%
2010-08-03,495.885,497.69,498.975,491.42,-0.34%
2010-08-04,498.41,495.66,499.47,493.18,0.51%
2010-08-05,497.24,498.6,500.01,494.0,-0.23%
2010-08-06,493.965,497.43,498.545,490.0,-0.66%
2010-08-09,495.61,493.68,496.06,489.72,0.33%
2010-08-10,497.6,495.11,501.41,495.11,0.40%
2010-08-11,509.72,497.77,509.8,495.34,2.44%
2010-08-12,511.03,498.19,512.91,498.19,0.26%
2010-08-13,514.03,503.67,514.24,503.67,0.59%
2010-08-16,511.19,511.0,513.91,508.0,-0.55%
2010-08-17,508.81,510.77,511.27,505.34,-0.47%
2010-08-18,510.03,508.31,511.85,504.49,0.24%
2010-08-19,511.31,510.0,513.47,507.0,0.25%
2010-08-20,515.69,510.81,517.65,507.49,0.86%
2010-08-23,517.85,515.23,518.38,511.95,0.42%
2010-08-24,519.25,517.35,520.86,514.0,0.27%
2010-08-25,517.97,518.75,520.07,512.1,-0.25%
2010-08-26,515.57,517.47,518.02,512.0,-0.46%
2010-08-27,513.75,515.07,517.03,511.28,-0.35%
2010-08-30,517.61,513.0,517.93,509.0,0.75%
2010-08-31,516.99,517.11,518.13,513.0,-0.12%
2010-09-01,511.99,516.99,517.93,508.0,-0.97%
2010-09-02,511.19,512.31,513.81,505.0,-0.16%
2010-09-03,508.67,511.31,512.09,507.0,-0.49%
2010-09-06,509.54,506.0,509.82,504.4,0.17%
2010-09-07,517.19,509.48,517.4,508.91,1.50%
2010-09-08,515.57,517.07,518.21,512.0,-0.31%
2010-09-09,516.705,515.53,517.975,512.0,0.22%
2010-09-10,516.91,516.58,519.21,513.0,0.04%
2010-09-13,509.28,516.05,516.3,507.0,-1.48%
2010-09-14,504.74,509.28,511.55,502.57,-0.89%
2010-09-15,504.39,504.78,506.34,501.0,-0.07%
2010-09-16,501.61,504.0,505.48,498.0,-0.55%
2010-09-17,502.67,501.5,503.83,494.75,0.21%
2010-09-20,502.055,502.38,503.475,496.1,-0.12%
2010-09-21,494.97,502.07,502.32,493.47,-1.41%
2010-09-22,489.5,494.84,495.23,487.0,-1.11%
2010-09-23,492.775,489.7,492.915,486.58,0.67%
2010-09-24,486.185,492.61,493.715,484.0,-1.34%
2010-09-27,487.52,486.9,499.58,483.3,0.27%
2010-09-28,482.995,487.88,490.175,481.0,-0.93%
2010-09-29,481.295,483.03,483.525,478.73,-0.35%
2010-09-30,481.17,481.44,483.62,477.35,-0.03%
2010-10-01,475.605,481.22,481.645,474.0,-1.16%
2010-10-04,479.485,475.61,480.015,473.82,0.82%
2010-10-05,474.18,479.43,480.96,472.0,-1.11%
2010-10-06,470.675,474.06,475.345,469.0,-0.74%
2010-10-07,473.115,470.86,475.495,465.0,0.52%
2010-10-08,472.795,471.23,476.165,467.0,-0.07%
2010-10-11,472.78,468.61,473.08,467.0,0.00%
2010-10-12,473.17,472.8,478.29,470.13,0.08%
2010-10-13,469.785,471.37,471.505,464.81,-0.72%
2010-10-14,465.845,469.95,470.115,461.47,-0.84%
2010-10-15,471.17,465.88,472.58,461.48,1.14%
2010-10-18,470.305,469.48,474.285,467.81,-0.18%
2010-10-19,479.385,470.22,480.255,466.96,1.93%
2010-10-20,469.65,477.51,478.87,467.0,-2.03%
2010-10-21,473.085,469.82,474.675,462.99,0.73%
2010-10-22,470.105,471.0,473.225,468.0,-0.63%
2010-10-25,469.685,469.95,470.765,463.04,-0.09%
2010-10-26,473.26,469.55,474.49,465.75,0.76%
2010-10-27,476.385,473.21,477.635,470.97,0.66%
2010-10-28,470.795,476.47,476.715,468.0,-1.17%
2010-10-29,472.675,471.03,477.575,469.0,0.40%
2010-11-01,474.575,468.74,475.465,467.0,0.40%
2010-11-02,469.575,471.95,476.765,465.91,-1.05%
2010-11-03,466.055,467.27,471.165,462.38,-0.75%
2010-11-04,461.945,463.93,469.115,457.0,-0.88%
2010-11-05,467.04,461.36,468.17,457.37,1.10%
2010-11-08,471.385,466.77,472.305,465.68,0.93%
2010-11-09,476.125,471.1,476.955,468.0,1.01%
2010-11-10,475.935,476.12,479.795,470.47,-0.04%
2010-11-11,480.185,475.85,480.995,472.0,0.89%
2010-11-12,478.71,479.89,482.57,475.0,-0.31%
2010-11-15,482.96,478.38,483.61,476.96,0.89%
2010-11-16,486.13,482.75,487.76,480.0,0.66%
2010-11-17,485.09,486.22,487.32,482.83,-0.21%
2010-11-18,480.67,484.78,485.42,479.0,-0.91%
2010-11-19,481.705,480.7,484.485,477.0,0.22%
2010-11-22,483.97,476.12,485.49,476.0,0.47%
2010-11-23,493.11,481.51,493.4,480.6,1.89%
2010-11-24,494.5,489.96,495.38,488.53,0.28%
2010-11-25,493.7,492.02,496.14,490.22,-0.16%
2010-11-26,495.195,491.21,496.845,490.69,0.30%
2010-11-29,499.89,494.43,502.11,492.0,0.95%
2010-11-30,507.735,499.78,508.005,498.0,1.57%
2010-12-01,501.645,504.39,508.075,497.0,-1.20%
2010-12-02,498.575,498.58,504.805,494.0,-0.61%
2010-12-03,491.545,495.37,499.625,488.67,-1.41%
2010-12-06,493.125,490.07,494.095,488.61,0.32%
2010-12-07,492.11,492.17,494.52,488.78,-0.21%
2010-12-08,494.3,493.61,497.74,493.17,0.45%
2010-12-09,495.05,494.54,498.64,491.0,0.15%
2010-12-10,495.42,494.7,498.15,493.61,0.07%
2010-12-13,489.69,496.6,497.74,487.47,-1.16%
2010-12-14,490.14,489.08,490.95,485.99,0.09%
2010-12-15,496.25,489.41,496.46,489.0,1.25%
2010-12-16,495.585,495.67,497.655,494.0,-0.13%
2010-12-17,497.11,495.44,499.9,491.0,0.31%
2010-12-20,502.41,497.62,503.44,496.54,1.07%
2010-12-21,500.57,498.89,501.5,496.69,-0.37%
2010-12-22,500.49,500.77,502.03,497.62,-0.02%
2010-12-23,499.73,500.77,502.92,498.0,-0.15%
2010-12-24,500.12,500.08,500.92,498.0,0.08%
2010-12-27,500.75,500.12,504.29,497.67,0.13%
2010-12-28,499.65,498.14,501.0,493.76,-0.22%
2010-12-29,499.44,499.31,502.92,496.92,-0.04%
2010-12-30,496.17,496.94,499.5,491.95,-0.65%
2010-12-31,490.42,493.46,494.22,487.87,-1.16%
2011-01-03,491.17,489.92,494.02,488.97,0.15%
2011-01-04,492.63,491.02,493.92,487.54,0.30%
2011-01-05,498.73,492.9,499.72,492.09,1.24%
2011-01-06,506.68,498.16,507.18,497.0,1.59%
2011-01-07,507.74,504.31,508.72,503.0,0.21%
2011-01-10,506.63,509.09,509.54,505.36,-0.22%
2011-01-11,508.14,506.41,510.77,504.0,0.30%
2011-01-12,499.55,505.55,506.06,498.28,-1.69%
2011-01-13,490.82,498.73,501.54,489.33,-1.75%
2011-01-14,490.49,490.77,492.7,487.0,-0.07%
2011-01-17,496.15,490.0,497.64,489.72,1.15%
2011-01-18,492.465,493.42,497.385,486.6,-0.74%
2011-01-19,489.34,489.92,493.09,484.49,-0.63%
2011-01-20,486.835,486.72,489.665,485.0,-0.51%
2011-01-21,481.31,486.87,488.2,480.67,-1.13%
2011-01-24,480.875,480.91,484.455,479.0,-0.09%
2011-01-25,479.135,480.94,483.155,478.59,-0.36%
2011-01-26,478.875,479.22,480.735,477.96,-0.05%
2011-01-27,480.28,478.38,483.12,476.0,0.29%
2011-01-28,484.43,477.55,485.28,477.0,0.86%
2011-01-31,481.55,482.25,485.85,476.64,-0.59%
2011-02-01,476.62,479.19,481.72,473.05,-1.02%
2011-02-02,477.5,474.27,478.78,472.0,0.18%
2011-02-03,480.81,474.82,482.4,474.0,0.69%
2011-02-04,482.44,480.91,484.78,479.0,0.34%
2011-02-07,485.27,483.64,488.02,481.33,0.59%
2011-02-08,480.99,482.12,483.75,478.0,-0.88%
2011-02-09,477.42,480.63,482.43,476.53,-0.74%
2011-02-10,482.23,477.75,483.6,476.78,1.01%
2011-02-11,483.83,482.39,486.39,481.0,0.33%
2011-02-14,488.905,485.57,490.935,482.75,1.05%
2011-02-15,486.29,486.29,487.34,483.0,-0.53%
2011-02-16,485.875,485.55,489.535,482.0,-0.09%
2011-02-17,481.91,482.72,485.03,480.88,-0.82%
2011-02-18,479.45,481.97,484.19,479.47,-0.51%
2011-02-21,482.04,479.43,482.74,477.0,0.54%
2011-02-22,482.78,479.47,485.89,477.96,0.15%
2011-02-23,477.285,480.2,480.635,475.0,-1.14%
2011-02-24,477.62,476.39,480.84,474.56,0.07%
2011-02-25,479.36,475.3,480.4,473.0,0.36%
2011-02-28,475.265,476.96,478.385,472.68,-0.85%
2011-03-01,475.92,475.16,476.45,472.88,0.14%
2011-03-02,475.54,475.29,479.67,471.0,-0.08%
2011-03-03,472.05,472.97,476.6,469.35,-0.73%
2011-03-04,468.74,469.58,470.96,467.0,-0.70%
2011-03-07,469.18,468.64,470.52,466.57,0.09%
2011-03-08,471.775,469.45,473.135,468.0,0.55%
2011-03-09,474.0,471.64,475.77,469.99,0.47%
2011-03-10,477.97,471.64,478.11,470.74,0.84%
2011-03-11,471.3,474.7,477.14,470.6,-1.40%
2011-03-14,472.72,470.35,474.08,470.35,0.30%
2011-03-15,471.0,471.61,475.77,467.61,-0.36%
2011-03-16,474.17,467.84,475.25,467.0,0.67%
2011-03-17,470.11,471.57,475.3,466.41,-0.86%
2011-03-18,464.84,467.87,471.55,461.7,-1.12%
2011-03-21,461.05,462.59,463.88,460.64,-0.82%
2011-03-22,461.91,461.23,461.94,460.26,0.19%
2011-03-23,463.5,461.84,464.75,461.36,0.34%
2011-03-24,465.02,464.0,467.68,461.0,0.33%
